oper,att_w_US,const_st,wf_rec,coast_rec,first_st,mean_nep,mean_rel,mean_met,mean_inst,mean_mor,gender,age,edu,income,employ,pol,tech_r,abuse_nep,bal_r_nep,crisis_r_nep,spaceship_nep,bau_nep,extract_r_ins,loss_r_inst,clean_inst,decade_r_mor,right_r_mor,comm_rel,wild_rel,iden_rel,kin_rel,health_rel,other_rel,kin_met,resp_met,iden_met,other_met,lat,long,ResponseID,,zip
1,4,4,3,3,4,4.20,3.33,3.75,3,2,2,33,5,6,1,5,3,5,4,4,4,4,3,4,4,3,5,4,2,3,4,3,4,4,4,4,3,43.65890503,-70.2614975,R_dbcXzQUhGqs7QSF,,2889
1,5,4,3,4,4,3.60,4.17,2.75,3.33,3,2,30,6,8,3,1,4,4,3,4,3,4,3,4,5,4,4,4,5,4,5,2,5,3,2,4,2,41.76350403,-72.72660065,R_dbzwnErp9TWhYTr,,2840
2,4,3,3,2,3,4.60,3.83,2,3.33,3,2,19,4,1,5,1,2,5,5,5,4,4,4,5,5,5,5,4,4,3,4,3,5,3,1,2,2,40.40240479,-3.692398071,R_dg67SVAkMvbqjNH,,2169
2,5,4,3,4,5,4.00,4.33,1,3.33,3,1,30,6,6,1,1,2,4,4,4,4,4,4,5,5,5,5,5,5,5,5,1,5,1,1,1,1,42.96609497,-70.98809814,R_dgNSvO0l9aymLYx,,1938
2,5,4,3,5,3,4.20,3.33,2.75,2.67,2.5,2,66,4,4,2,3,2,4,5,5,4,3,2,5,5,3,4,3,3,4,4,2,4,3,2,4,2,41.42790222,-71.53639984,R_dhsUh4PunZnqObz,,32065
2,4,3,4,3,2,3.00,3.17,3.25,3,3,2,38,6,10,1,1,2,4,2,4,3,2,2,3,4,2,2,4,2,3,4,4,2,4,3,2,4,18.9750061,72.82580566,R_dhTsDTwirdNCXGZ,,2053
2,5,4,3,4,3,1.60,3.67,3,3,3,2,60,4,7,3,2,3,2,2,2,1,1,2,3,4,2,2,4,3,4,4,4,3,3,3,3,3,42.20680237,-70.9552002,R_dnCWkQjzaAdOzxb,,1462
2,4,4,3,2,4,3.00,4,2.5,2.67,3,1,64,6,7,1,3,2,4,3,2,4,2,2,4,4,4,4,4,4,4,4,4,4,3,2,3,2,43.23449707,-71.52269745,R_dogKIS0XGm03C2p,,1915
2,5,4,3,2,5,5.00,3.67,1.75,3.33,3,2,19,3,12,5,1,4,5,5,5,5,5,4,5,5,5,5,4,4,4,4,1,5,2,1,3,1,42.3500061,-71.22689819,R_e2uMOfaQ2XNjhyZ,,2127
2,4,4,3,3,4,3.40,3.5,2.75,3.33,3,1,42,6,10,4,2,2,4,2,4,4,3,2,2,4,3,3,4,4,4,3,2,4,3,3,3,2,39.10229492,-96.52459717,R_e33J1ub9FfHSyot,,2920
2,4,3,3,2,4,4.20,4,2.75,3.67,3.5,1,52,6,2,3,1,2,5,5,1,5,5,5,5,5,5,4,3,4,4,5,3,5,3,1,3,4,39.18569946,-78.16329956,R_e3cyMfhBdMk6D3L,,4105
2,5,4,3,2,3,4.60,2.83,3,3,2.5,1,19,4,6,5,3,2,5,4,4,5,5,3,4,4,3,4,3,2,3,3,3,3,3,3,3,3,41.69329834,-71.63950348,R_e3P6K5pln04v8fb,,6456
2,5,4,3,5,3,5.00,4.33,1,2.67,3,1,20,4,12,1,3,2,5,5,5,5,5,2,5,5,5,5,5,5,5,5,1,5,1,1,1,1,42.56530762,-70.85780334,R_e3zZsCSg0CiSPZj,,4240
2,5,4,3,5,2,3.40,3.67,1,3.33,3,1,34,5,5,4,3,3,5,3,4,1,4,3,4,5,5,5,4,4,4,5,1,4,1,1,1,1,43.66059875,-70.53209686,R_e4e09Tf648CkLAx,,3878
2,4,4,3,4,4,3.80,3.67,1.75,3,2.5,2,26,7,4,3,5,3,5,2,5,4,3,2,4,5,4,5,4,4,4,4,2,4,2,1,3,1,42.28300476,-71.12090302,R_e4Ih3i9Aa1nr9Ot,,6776
1,5,,3,2,4,4.40,4.5,2,3.33,2.5,1,24,6,3,1,1,3,5,4,5,4,4,4,5,5,4,5,5,4,4,5,4,5,1,3,3,1,42.37309265,-71.0161972,R_eaDEHuW687d6R37,,2138
2,5,4,3,5,3,4.00,3.33,2.25,3.33,3,1,28,6,6,5,1,2,4,4,5,3,4,3,4,5,4,4,5,3,3,4,1,4,3,2,2,2,33.90089417,-118.0073013,R_eaffsMkag0wCfOJ,,6471
2,5,4,3,1,4,3.00,3.33,3.25,3,3,2,36,7,6,1,2,2,3,4,2,4,2,2,4,5,4,4,4,4,4,2,2,4,4,3,3,3,41.29170227,-96.1710968,R_eaMevRytmPlQRG5,,4910
2,4,3,3,4,3,4.20,3.83,2.25,3.33,2.5,1,56,7,8,1,3,2,5,4,5,3,4,3,4,5,3,4,5,3,4,4,2,5,2,2,3,2,44.97189331,-68.52429962,R_ebAysdUZivGqkcJ,,2145
2,5,3,1,3,3,3.20,3,3,3.33,3.5,2,22,4,10,5,1,1,3,4,3,3,3,2,2,4,2,1,2,4,3,2,3,4,4,2,4,2,40.76939392,-73.96089935,R_eDqbEJUdasHpmU5,,2364
2,4,3,4,1,4,3.40,2.83,2.75,3.33,3,1,22,5,3,1,1,3,4,4,3,2,4,3,3,4,3,3,2,3,4,4,2,2,3,3,2,3,43.96949768,-70.6167984,R_eDSmf8RhthpwKTr,,2472
2,5,3,2,2,2,4.00,3,2.5,2.67,3.5,2,27,3,4,3,5,2,4,5,4,4,3,2,5,5,5,4,5,1,3,4,1,4,2,3,4,1,44.56159973,-69.55590057,R_eEA6P0lDhzk7GhD,,6359
1,5,4,3,4,3,2.80,2.67,4.5,3,3.5,2,33,6,6,1,2,2,2,3,4,2,3,2,3,4,2,1,3,2,4,2,3,2,5,3,5,5,41.05340576,-73.53869629,R_eeot0CF8zaFqtYp,,2921
2,4,4,3,5,3,4.40,4,1.25,3,3,1,50,6,6,1,1,3,5,4,4,5,4,3,5,5,4,4,4,4,5,5,1,5,1,1,2,1,41.76359558,-70.71600342,R_eepEnr5BOdjrp9b,,2818
2,4,4,2,2,3,3.60,3.83,2.75,3,2.5,1,22,5,6,5,3,2,4,4,3,3,4,2,3,4,2,3,4,4,3,4,4,4,3,2,4,2,42.31539917,-71.9292984,R_eFGDA9b5iFUkOIB,,2127
2,5,4,3,5,3,4.40,4.17,2.25,3.33,3,1,36,6,6,4,1,2,5,4,4,5,4,4,5,5,5,5,4,5,4,5,2,5,2,1,4,2,44.40510559,-69.75669861,R_eFOllh6lCCc3nkV,,1039
2,5,4,3,5,5,4.00,3.67,1,3.67,3,1,24,6,3,1,3,2,4,4,4,4,4,4,4,5,4,4,4,4,4,4,2,4,1,1,1,1,42.11929321,-71.85440063,R_eGbQ71Hj5U4bhml,,2120
1,4,4,3,3,4,3.20,3.67,2.75,3.33,2.5,1,42,6,11,4,2,2,3,3,3,4,3,2,2,4,3,4,4,4,4,4,2,4,3,2,3,3,39.24830627,-96.68489838,R_eh5pcVEURr1WeNv,,2879
1,4,4,3,1,3,4.80,4,2,3,2.5,1,66,3,2,6,1,3,5,5,5,5,4,3,4,4,4,5,4,4,5,4,2,5,2,2,3,1,42.28570557,-71.82920074,R_eICzmsyOuWZXJ9X,,1921
2,5,4,3,3,3,4.40,4,1.5,3,3,1,36,7,6,1,3,1,5,4,5,4,4,2,4,5,4,4,4,4,5,5,2,4,1,1,3,1,42.45860291,-71.35970306,R_eIPK6Ya5MMXPrhP,,4093
2,4,3,3,2,4,3.20,3.17,3,3,3,2,34,7,10,1,5,3,3,3,3,4,3,2,3,4,3,3,3,3,3,3,3,4,3,3,3,3,42.96609497,-70.98809814,R_ekEg6o8P5Tlsx6d,,2368
2,5,4,5,5,5,3.40,3.33,2.25,2.33,3,1,38,3,4,1,1,1,5,1,1,5,5,1,5,5,1,1,4,2,2,5,2,5,1,1,5,2,42.50509644,-71.20469666,R_el22tcAF8oylTmJ,,4357
1,4,4,3,3,4,4.20,3.83,1,3.67,3,1,27,3,2,1,3,3,5,4,4,4,4,4,4,5,4,4,4,4,4,5,2,4,1,1,1,1,44.72380066,-68.93190002,R_elE1gWpVuI014Et,,1569
2,4,3,2,4,4,4.20,3.67,2.5,3.33,2.5,1,23,4,6,5,1,2,4,4,5,4,4,3,4,5,3,4,4,4,4,4,2,4,3,2,3,2,41.456604,-72.81030273,R_eLlIHaesAqsqFZX,,2370
2,5,4,3,4,5,4.80,4,3.5,3,3,2,24,4,2,1,1,5,5,5,5,4,5,3,5,5,4,4,5,5,5,4,1,4,3,3,5,3,42.38960266,-72.45339966,R_eLqKxoiUzn5lum1,,2893
1,5,4,1,2,3,4.00,4,2,3.33,3,1,19,4,9,5,3,2,4,4,4,4,4,3,4,5,4,4,4,4,4,4,3,5,3,1,3,1,42.45860291,-71.35970306,R_emLV4M5pLY6VEdT,,6340
2,5,4,3,2,5,4.00,3.33,3.5,3.67,3,1,35,6,10,1,1,3,4,4,4,4,4,4,4,5,4,4,4,3,4,3,2,4,4,3,5,2,42.93960571,-71.53530121,R_emoq3AYZhc0zEr3,,6902
2,5,4,3,3,3,3.40,3.83,1,3.67,3,2,31,7,6,1,1,1,4,2,4,3,4,2,2,5,2,2,5,4,4,4,2,4,1,1,1,1,42.32209778,-71.13339996,R_eOHNNDC7HcZ8szr,,2050
1,3,,3,2,3,3.00,3.5,4,3.33,2,1,54,6,8,1,3,2,3,3,3,3,3,3,3,4,2,4,4,2,3,4,4,4,5,3,5,3,41.65769958,-72.66269684,R_eQKQFE1A856u3Pv,,6615
2,4,3,3,2,3,3.20,2.33,3.75,3,3.5,2,36,6,2,3,5,3,3,3,4,3,3,3,4,4,4,3,3,2,2,2,1,4,4,4,5,2,41.75790405,-71.15309906,R_er3efIHEv8lfgah,,2144
2,4,3,3,2,3,2.60,3.17,3.5,3.33,3,1,22,6,2,1,1,4,2,3,4,2,2,2,2,4,2,2,4,2,3,4,2,4,4,3,4,3,42.34959412,-71.07460022,R_eR5IEwHotx12nVb,,2151
1,5,,3,3,3,2.00,4.33,1.25,4,3,1,35,6,7,1,3,3,3,1,1,4,1,4,3,5,5,5,4,5,4,4,4,5,1,2,1,1,41.60049438,-72.87640381,R_eSgMhuuFVr2bN5P,,2804
1,4,3,1,2,2,3.00,4.33,2.25,3.33,3.5,2,32,6,1,2,1,2,3,2,3,4,3,2,2,4,3,2,4,4,5,4,5,4,2,2,2,3,12.98330688,77.58331299,R_etD12acTHVo6w9T,,2906
2,5,4,3,5,3,4.20,4.33,1,3.67,3,1,53,5,6,1,1,2,4,4,4,5,4,4,4,5,4,4,5,5,5,5,1,5,1,1,1,1,41.70500183,-71.46040344,R_etD7MzYJ7zOuxUN,,2375
1,5,4,3,2,3,4.00,3.83,2,3,2.5,1,35,4,4,2,1,3,4,4,4,4,4,3,5,5,4,5,3,4,5,5,2,4,2,1,3,2,43.89880371,-69.97250366,R_eUOvfJ7CNuFailT,,2720
2,5,4,3,3,3,3.20,3.67,2.75,2.67,3.5,2,35,7,8,1,3,2,4,2,3,4,3,2,4,4,3,2,4,4,3,4,3,4,3,2,3,3,42.38879395,-71.42250061,R_eVfldsb7MdgwbOJ,,3032
2,2,4,3,2,3,2.40,3.67,3.75,3.33,3,1,29,4,7,1,3,2,3,3,2,2,2,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,41.67829895,-71.27079773,R_ewCJvISccDpFbMx,,2648
1,5,4,4,3,4,3.80,3.83,2.5,3.33,2.5,2,22,4,9,1,3,4,4,4,4,3,4,3,4,5,3,4,4,4,4,5,2,4,2,2,3,3,41.61230469,-73.41210175,R_eXKLQwf9XpktlmR,,2601
2,1,1,2,2,1,1.60,2.83,4.5,2.67,3,1,40,4,5,4,2,3,1,2,1,3,1,3,3,2,2,2,3,2,3,3,4,2,5,4,5,4,43.18710327,-70.91000366,R_eXmR1gv8hanVQAB,,1610
2,4,3,3,2,4,3.80,3.83,3,2.67,3,2,26,7,3,1,3,2,3,2,4,5,5,2,4,4,3,3,4,3,4,4,3,5,2,3,4,3,41.12710571,-73.44159698,R_eycEeieXrYzisap,,3909
2,5,4,3,2,5,5.00,4.33,1.5,3.67,3,1,32,6,6,4,3,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,1,5,1,1,1,3,42.0092926,-88.09259796,R_ezFAqUG11Mqi0v3,,6001
,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
